season,match_name,home_team,away_team,bowling_team,venue,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs
2014,RCB v CSK,RCB,CSK,CSK,"M.Chinnaswamy Stadium, Bengaluru",Suresh Raina,4,0,27,0,6.75,8,2,0,1,0
2014,RCB v CSK,RCB,CSK,CSK,"M.Chinnaswamy Stadium, Bengaluru",Ravindra Jadeja,2,0,14,1,7,2,0,0,2,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Shadab Jakati,3.4,0,41,0,11.18,4,2,3,0,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Ravi Rampaul,2,0,21,1,10.5,5,3,1,0,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Mitchell Starc,3,0,33,0,11,5,4,1,1,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Yuzvendra Chahal,4,0,24,0,6,8,2,0,0,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Sachin Rana,1,0,7,0,7,2,1,0,0,0
2014,RCB v CSK,RCB,CSK,RCB,"M.Chinnaswamy Stadium, Bengaluru",Yuvraj Singh,4,0,30,1,7.5,7,1,2,0,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Morne Morkel,4,1,32,1,8,16,6,0,2,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Vinay Kumar,4,0,32,1,8,13,5,1,1,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Sunil Narine,4,0,19,0,4.75,12,2,0,0,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Umesh Yadav,3,0,32,0,10.66,8,5,1,1,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Ryan ten Doeschate,1,0,7,1,7,4,0,1,0,0
2014,KKR v SRH,KKR,SRH,KKR,"Eden Gardens, Kolkata",Shakib Al Hasan,4,1,25,1,6.25,13,1,2,0,0
2014,KKR v SRH,KKR,SRH,SRH,"Eden Gardens, Kolkata",Bhuvneshwar Kumar,2.2,0,22,0,9.42,7,3,1,1,0
2014,KKR v SRH,KKR,SRH,SRH,"Eden Gardens, Kolkata",Dale Steyn,4,0,43,0,10.75,11,6,2,1,0
2014,KKR v SRH,KKR,SRH,SRH,"Eden Gardens, Kolkata",Jason Holder,3,0,35,1,11.66,6,2,2,0,2
2014,KKR v SRH,KKR,SRH,SRH,"Eden Gardens, Kolkata",Karn Sharma,4,0,38,4,9.5,10,1,4,0,0
2014,KKR v SRH,KKR,SRH,SRH,"Eden Gardens, Kolkata",Parvez Rasool,1,0,22,0,22,0,2,2,0,0
2014,KXIP v DC,KXIP,DC,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Parvinder Awana,3,1,15,2,5,12,3,0,0,0
2014,KXIP v DC,KXIP,DC,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Axar Patel,4,0,28,2,7,12,5,0,0,0
2014,KXIP v DC,KXIP,DC,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mitchell Johnson,3.1,0,27,2,8.52,9,5,0,0,0
2014,KXIP v DC,KXIP,DC,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Karanveer Singh,4,0,22,2,5.5,8,1,0,0,0
2014,KXIP v DC,KXIP,DC,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rishi Dhawan,4,0,22,1,5.5,11,1,0,2,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mohammed Shami,3,0,26,1,8.66,9,3,1,2,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jaydev Unadkat,2,0,3,1,1.5,10,0,0,0,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",James Neesham,1,0,14,0,14,3,2,1,0,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jean-Paul Duminy,2,0,15,0,7.5,5,1,0,1,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Imran Tahir,3.5,0,32,1,8.34,8,3,1,2,0
2014,KXIP v DC,KXIP,DC,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Shahbaz Nadeem,2,0,24,0,12,2,1,1,1,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Corey Anderson,2,0,14,0,7,7,3,0,0,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Jasprit Bumrah,4,1,30,1,7.5,11,3,1,1,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Pragyan Ojha,4,0,31,0,7.75,10,2,2,1,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Harbhajan Singh,4,0,43,1,10.75,7,3,3,0,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Shreyas Gopal,3,0,36,1,12,3,3,2,0,0
2014,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Kieron Pollard,3,0,33,1,11,4,3,1,1,0
2014,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",James Faulkner,3.4,0,54,0,14.72,5,5,4,1,0
2014,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Dhawal Kulkarni,3,0,42,2,14,7,2,4,2,0
2014,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Shane Watson,2,0,33,0,16.5,2,6,1,0,0
2014,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Kevon Cooper,4,0,38,2,9.5,9,3,2,0,0
2014,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Pravin Tambe,2,0,25,0,12.5,2,3,1,1,0
2014,KKR v KXIP,KKR,KXIP,KXIP,"Eden Gardens, Kolkata",Parvinder Awana,4,0,33,0,8.25,10,6,0,0,0
2014,KKR v KXIP,KKR,KXIP,KXIP,"Eden Gardens, Kolkata",Mitchell Johnson,4,0,31,2,7.75,10,3,1,2,0
2014,KKR v KXIP,KKR,KXIP,KXIP,"Eden Gardens, Kolkata",Axar Patel,4,1,11,2,2.75,16,1,0,0,0
2014,KKR v KXIP,KKR,KXIP,KXIP,"Eden Gardens, Kolkata",Rishi Dhawan,4,0,44,0,11,6,3,3,0,0
2014,KKR v KXIP,KKR,KXIP,KXIP,"Eden Gardens, Kolkata",Karanveer Singh,4,0,40,3,10,7,4,2,1,0
2014,KKR v KXIP,KKR,KXIP,KKR,"Eden Gardens, Kolkata",Morne Morkel,4,0,23,2,5.75,15,0,2,1,0
2014,KKR v KXIP,KKR,KXIP,KKR,"Eden Gardens, Kolkata",Umesh Yadav,4,0,13,3,3.25,16,1,0,1,0
2014,KKR v KXIP,KKR,KXIP,KKR,"Eden Gardens, Kolkata",Sunil Narine,4,0,30,0,7.5,9,3,1,0,0
2014,KKR v KXIP,KKR,KXIP,KKR,"Eden Gardens, Kolkata",Shakib Al Hasan,4,0,43,1,10.75,7,0,5,0,0
2014,KKR v KXIP,KKR,KXIP,KKR,"Eden Gardens, Kolkata",Piyush Chawla,4,0,23,1,5.75,8,0,1,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Ashish Nehra,4,0,34,2,8.5,9,3,2,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Ishwar Pandey,3,0,25,0,8.33,8,5,0,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Mohit Sharma,4,0,42,3,10.5,7,5,2,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Ravichandran Ashwin,4,0,26,1,6.5,12,0,2,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Ravindra Jadeja,4,0,31,2,7.75,6,0,2,0,0
2014,MI v CSK,MI,CSK,CSK,"Brabourne Stadium, Mumbai",Suresh Raina,1,0,13,0,13,1,1,1,0,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Praveen Kumar,4,0,27,0,6.75,8,1,1,0,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Corey Anderson,3,0,35,0,11.66,5,5,1,1,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Jasprit Bumrah,3.4,0,40,0,10.9,8,8,0,1,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Harbhajan Singh,4,0,27,2,6.75,10,0,2,2,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Pragyan Ojha,3,0,34,1,11.33,6,0,4,0,0
2014,MI v CSK,MI,CSK,MI,"Brabourne Stadium, Mumbai",Kieron Pollard,1,0,10,0,10,1,1,0,1,1
2014,CSK v KXIP,CSK,KXIP,CSK,"Wankhede Stadium, Mumbai",Ashish Nehra,4,0,51,2,12.75,7,7,2,2,0
2014,CSK v KXIP,CSK,KXIP,CSK,"Wankhede Stadium, Mumbai",Ishwar Pandey,4,0,35,1,8.75,11,3,2,0,1
2014,CSK v KXIP,CSK,KXIP,CSK,"Wankhede Stadium, Mumbai",Mohit Sharma,4,0,46,1,11.5,6,3,3,1,0
2014,CSK v KXIP,CSK,KXIP,CSK,"Wankhede Stadium, Mumbai",Ravichandran Ashwin,4,0,44,1,11,6,2,3,4,0
2014,CSK v KXIP,CSK,KXIP,CSK,"Wankhede Stadium, Mumbai",Ravindra Jadeja,4,0,48,0,12,5,4,3,1,0
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Mitchell Johnson,4,0,44,1,11,8,2,3,3,1
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Sandeep Sharma,3,0,32,1,10.66,6,3,2,1,0
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Parvinder Awana,4,0,59,2,14.75,9,9,3,0,1
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Karanveer Singh,4,0,32,0,8,6,2,1,1,0
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Glenn Maxwell,1,0,4,0,4,3,0,0,0,0
2014,CSK v KXIP,CSK,KXIP,KXIP,"Wankhede Stadium, Mumbai",Axar Patel,4,0,23,1,5.75,10,1,1,1,0
2014,KXIP v KKR,KXIP,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Morne Morkel,4,0,40,0,10,9,3,2,0,0
2014,KXIP v KKR,KXIP,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Umesh Yadav,4,0,39,1,9.75,10,5,1,1,0
2014,KXIP v KKR,KXIP,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Sunil Narine,4,0,46,1,11.5,10,5,3,0,1
2014,KXIP v KKR,KXIP,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Shakib Al Hasan,4,0,26,0,6.5,8,1,1,0,0
2014,KXIP v KKR,KXIP,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Piyush Chawla,4,0,44,2,11,7,3,3,0,0
2014,KXIP v KKR,KXIP,KKR,KXIP,"M.Chinnaswamy Stadium, Bengaluru",Mitchell Johnson,4,0,41,2,10.25,8,5,1,2,0
2014,KXIP v KKR,KXIP,KKR,KXIP,"M.Chinnaswamy Stadium, Bengaluru",Lakshmipathy Balaji,4,0,41,0,10.25,6,3,2,0,0
2014,KXIP v KKR,KXIP,KKR,KXIP,"M.Chinnaswamy Stadium, Bengaluru",Parvinder Awana,3.3,0,43,0,12.28,3,3,2,0,0
2014,KXIP v KKR,KXIP,KKR,KXIP,"M.Chinnaswamy Stadium, Bengaluru",Karanveer Singh,4,0,54,4,13.5,9,2,6,3,0
2014,KXIP v KKR,KXIP,KKR,KXIP,"M.Chinnaswamy Stadium, Bengaluru",Axar Patel,4,0,21,0,5.25,10,2,0,1,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Brett Lee,4,0,40,2,10,10,6,1,1,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Jacques Kallis,3,0,23,0,7.66,10,4,0,2,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Lakshmipathy Balaji,4,0,20,1,5,10,2,0,0,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Sunil Narine,4,0,13,4,3.25,14,0,0,0,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Rajat Bhatia,4,0,23,2,5.75,8,2,0,1,0
2013,KKR v DC,KKR,DC,KKR,"Eden Gardens, Kolkata",Laxmi Shukla,1,0,8,0,8,2,1,0,0,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Irfan Pathan,2,1,15,0,7.5,8,2,1,0,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Ashish Nehra,3,0,20,1,6.66,10,4,0,0,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Umesh Yadav,3,0,23,0,7.66,7,3,0,2,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Shahbaz Nadeem,4,0,22,2,5.5,9,2,0,0,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Johan Botha,3.4,0,22,1,6,8,2,0,0,0
2013,KKR v DC,KKR,DC,DC,"Eden Gardens, Kolkata",Andre Russell,3,0,24,0,8,5,1,1,1,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Mitchell Johnson,3,0,15,1,5,11,2,0,2,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Munaf Patel,4,0,40,0,10,11,4,3,0,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Jasprit Bumrah,4,0,32,3,8,12,5,1,0,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Jacob Oram,4,0,22,0,5.5,14,3,0,2,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Harbhajan Singh,4,0,21,1,5.25,15,2,1,1,0
2013,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Kieron Pollard,1,0,15,0,15,2,2,1,0,0
2013,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Jaydev Unadkat,4,0,26,0,6.5,8,3,0,0,0
2013,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Daniel Christian,4,0,42,0,10.5,9,1,4,0,1
2013,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Vinay Kumar,4,0,27,3,6.75,9,3,0,0,0
2013,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Muttiah Muralitharan,4,0,30,0,7.5,9,3,1,0,0
2013,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Murali Kartik,4,0,24,1,6,9,1,0,1,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Marlon Samuels,4,0,34,1,8.5,8,3,1,1,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,4,0,17,1,4.25,12,1,0,0,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ashok Dinda,4,0,29,2,7.25,10,4,0,1,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Angelo Mathews,2,0,16,0,8,2,2,0,0,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rahul Sharma,4,0,21,1,5.25,9,2,0,0,0
2013,SRH v PWI,SRH,PWI,PWI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Yuvraj Singh,2,0,8,1,4,6,0,0,0,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Dale Steyn,3.5,0,11,3,2.86,14,0,0,0,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ishant Sharma,4,0,22,0,5.5,13,0,1,1,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Thisara Perera,4,0,29,2,7.25,11,4,0,1,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Amit Mishra,4,0,19,3,4.75,10,1,0,0,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Cameron White,1,0,2,0,2,4,0,0,0,0
2013,SRH v PWI,SRH,PWI,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ashish Reddy,2,0,21,1,10.5,2,1,1,0,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Irfan Pathan,4,0,31,0,7.75,8,3,1,0,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Ashish Nehra,4,0,35,2,8.75,10,3,1,1,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Umesh Yadav,4,0,24,4,6,11,3,0,0,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Andre Russell,3,0,31,0,10.33,4,3,1,1,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Shahbaz Nadeem,4,0,22,1,5.5,7,1,0,0,0
2013,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Johan Botha,1,0,19,0,19,0,1,2,0,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Samuel Badree,4,0,34,0,8.5,8,3,1,1,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Sreesanth,4,0,18,1,4.5,15,3,0,0,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Siddharth Trivedi,4,0,35,0,8.75,4,2,1,0,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Kevon Cooper,4,0,30,3,7.5,8,2,0,2,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Rahul Shukla,3,0,27,1,9,5,3,0,3,0
2013,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Stuart Binny,1,0,11,0,11,1,0,1,0,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Dirk Nannes,4,0,18,1,4.5,9,0,0,0,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ankit Rajpoot,3,0,25,1,8.33,8,3,1,1,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Dwayne Bravo,4,0,44,2,11,10,4,3,2,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ben Laughlin,3,0,25,1,8.33,5,3,0,3,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ravindra Jadeja,2,0,12,0,6,6,0,1,0,0
2013,CSK v MI,CSK,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ravichandran Ashwin,4,0,21,1,5.25,14,0,2,0,0
2013,CSK v MI,CSK,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Mitchell Johnson,4,0,22,1,5.5,15,1,1,2,0
2013,CSK v MI,CSK,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Munaf Patel,4,0,29,3,7.25,12,3,0,1,0
2013,CSK v MI,CSK,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Harbhajan Singh,4,0,31,2,7.75,10,2,2,0,0
2013,CSK v MI,CSK,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Pragyan Ojha,4,0,16,2,4,10,0,0,0,0
2013,CSK v MI,CSK,MI,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Kieron Pollard,4,0,40,1,10,8,5,1,3,0
2013,PWI v KXIP,PWI,KXIP,KXIP,"Maharashtra Cricket Association Stadium, Pune",Praveen Kumar,4,0,31,2,7.75,9,3,1,1,0
2013,PWI v KXIP,PWI,KXIP,KXIP,"Maharashtra Cricket Association Stadium, Pune",Ryan Harris,4,0,12,1,3,18,2,0,0,0
2013,PWI v KXIP,PWI,KXIP,KXIP,"Maharashtra Cricket Association Stadium, Pune",Azhar Mahmood,4,0,19,2,4.75,11,2,0,0,0
2013,PWI v KXIP,PWI,KXIP,KXIP,"Maharashtra Cricket Association Stadium, Pune",Parvinder Awana,4,0,16,1,4,14,2,0,0,0
2013,PWI v KXIP,PWI,KXIP,KXIP,"Maharashtra Cricket Association Stadium, Pune",Piyush Chawla,4,0,19,1,4.75,11,1,0,0,0
2013,PWI v KXIP,PWI,KXIP,PWI,"Maharashtra Cricket Association Stadium, Pune",Bhuvneshwar Kumar,2,0,16,0,8,7,2,1,0,0
2013,PWI v KXIP,PWI,KXIP,PWI,"Maharashtra Cricket Association Stadium, Pune",Ashok Dinda,2,0,28,0,14,3,6,0,1,0
2013,PWI v KXIP,PWI,KXIP,PWI,"Maharashtra Cricket Association Stadium, Pune",Angelo Mathews,2,0,12,1,6,4,1,0,0,0
2013,PWI v KXIP,PWI,KXIP,PWI,"Maharashtra Cricket Association Stadium, Pune",Mitchell Marsh,3.2,0,24,0,7.2,7,2,0,1,1
2013,PWI v KXIP,PWI,KXIP,PWI,"Maharashtra Cricket Association Stadium, Pune",Rahul Sharma,3,0,20,1,6.66,8,3,0,0,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Dale Steyn,4,0,37,1,9.25,9,4,0,2,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hanuma Vihari,1,0,5,1,5,2,0,0,0,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ishant Sharma,4,0,27,3,6.75,8,1,1,0,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ankit Sharma,2,0,17,0,8.5,5,2,0,0,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Thisara Perera,4,0,21,1,5.25,12,2,0,1,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Amit Mishra,4,0,15,1,3.75,13,1,0,0,0
2013,SRH v RCB,SRH,RCB,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ashish Reddy,1,0,7,1,7,2,1,0,0,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Jaydev Unadkat,4,0,24,2,6,9,2,0,1,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Moises Henriques,3,0,14,2,4.66,10,1,0,1,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Murali Kartik,4,0,27,0,6.75,5,1,0,2,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Vinay Kumar,4,0,27,1,6.75,8,1,1,0,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Muttiah Muralitharan,4,0,18,1,4.5,10,1,0,1,0
2013,SRH v RCB,SRH,RCB,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Tillakaratne Dilshan,1,0,10,0,10,0,1,0,0,0
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Brett Lee,4,0,20,1,5,16,3,0,1,0
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Mohammed Shami,3,0,26,0,8.66,7,3,1,0,0
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Sunil Narine,4,0,28,2,7,12,3,1,0,0
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Jacques Kallis,4,0,28,0,7,8,3,0,0,1
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Rajat Bhatia,3,0,21,1,7,6,3,0,0,0
2013,RR v KKR,RR,KKR,KKR,"Sawai Mansingh Stadium, Jaipur",Laxmi Shukla,2,0,14,1,7,5,2,0,0,0
2013,RR v KKR,RR,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Sreesanth,4,0,25,1,6.25,15,3,1,1,0
2013,RR v KKR,RR,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Shaun Tait,4,0,29,1,7.25,11,2,1,2,0
2013,RR v KKR,RR,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Rahul Shukla,3,0,28,2,9.33,8,2,1,2,0
2013,RR v KKR,RR,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Kevon Cooper,4,0,15,3,3.75,11,0,0,1,0
2013,RR v KKR,RR,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Siddharth Trivedi,4,0,23,3,5.75,12,1,1,0,0
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",RP Singh,4,0,27,3,6.75,10,3,0,2,0
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Vinay Kumar,4,0,43,1,10.75,6,2,3,1,1
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Jaydev Unadkat,4,0,29,0,7.25,6,2,1,0,0
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Muttiah Muralitharan,4,0,23,1,5.75,10,2,0,0,0
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Murali Kartik,3,0,21,1,7,6,0,1,1,0
2013,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Moises Henriques,1,0,18,0,18,1,1,2,0,0
2013,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Hanuma Vihari,1,0,12,0,12,2,1,1,0,0
2013,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Dale Steyn,4,0,16,0,4,13,1,0,0,0
2013,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Ishant Sharma,3.4,0,30,1,8.18,13,5,1,0,0
2013,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Thisara Perera,3,0,35,1,11.66,5,4,1,2,0
